,Lasso 0.00048828125 electronic_coef,Lasso 0.000244140625 electronic_coef,Lasso 0.0001220703125 electronic_coef,Ridge 9.5367431640625e-07 electronic_coef,Lasso 6.103515625e-05 electronic_coef,Ridge 1.9073486328125e-06 electronic_coef,Ridge 3.814697265625e-06 electronic_coef,PLS 1 electronic_coef,ElasticNet 0.00048828125 0.5 electronic_coef,PLS 2 electronic_coef,PLS 3 electronic_coef,ElasticNet 0.000244140625 0.5 electronic_coef,PLS 4 electronic_coef,PLS 5 electronic_coef,Ridge 1.52587890625e-05 electronic_coef,Ridge 7.62939453125e-06 electronic_coef,PLS 6 electronic_coef,PLS 7 electronic_coef,PLS 8 electronic_coef,PLS 9 electronic_coef,Ridge 0.0001220703125 electronic_coef,Ridge 3.0517578125e-05 electronic_coef,Ridge 0.000244140625 electronic_coef,Ridge 6.103515625e-05 electronic_coef,Ridge 0.00048828125 electronic_coef,ElasticNet 0.0001220703125 0.5 electronic_coef,ElasticNet 6.103515625e-05 0.5 electronic_coef,Lasso 3.0517578125e-05 electronic_coef,ElasticNet 3.0517578125e-05 0.5 electronic_coef,Lasso 1.52587890625e-05 electronic_coef,ElasticNet 1.52587890625e-05 0.5 electronic_coef,ElasticNet 7.62939453125e-06 0.5 electronic_coef,Lasso 7.62939453125e-06 electronic_coef,ElasticNet 3.814697265625e-06 0.5 electronic_coef,ElasticNet 1.9073486328125e-06 0.5 electronic_coef,Lasso 3.814697265625e-06 electronic_coef,Lasso 1.9073486328125e-06 electronic_coef,Lasso 9.5367431640625e-07 electronic_coef,ElasticNet 9.5367431640625e-07 0.5 electronic_coef
-6 2 5,0.0,0.0,-0.0,-1.7691784981858012,-0.0,-1.722014075436982,-1.6552378195048638,0.04891115279244242,0.06934898404718257,0.30930366210633264,0.30225509156807934,0.08662365189755701,0.23929534966225618,0.13450718964713418,-1.4700497703678579,-1.5719172574664633,-0.16094290156785482,-0.5006276729840141,-0.6924350065964392,-0.8259908188260155,-0.9229466198568822,-1.3334151122657514,-0.6851445256444988,-1.147668187327131,-0.4531451350871673,0.04522575411172607,0.0,-0.0,-0.01604973924547328,-0.0,-0.25771490290556864,-0.4983244021449375,-0.0,-0.7485435480443471,-1.0100579530237734,-1.0446757039405001,-0.35126681716082625,-0.0,-1.218451610090963
-6 2 6,0.0,0.0,0.0,3.41645959773382,0.0,3.5181896019212475,3.600141592206093,0.11078566186836232,0.37371009626124174,0.5756357250503098,0.7773804773090293,0.49811230888299707,0.7711956042841669,0.7846578437015886,3.3168112921633797,3.5645069611153826,0.5974157123559323,0.587056919530518,0.5816172213835434,0.6254551912679686,1.6977694929198686,2.8559181888090714,1.2182910878345348,2.276550122642566,0.8939550102621959,0.5899831769890321,0.6062817055124888,0.16389294750311692,0.6151548736550785,0.6652585953440641,0.7183339100654289,1.017493213767884,2.3014965401852736,1.4508249408278109,2.048487608169072,4.9793614689009615,4.350418366694137,2.833447321025302,2.69997079243492
-6 3 1,-0.0,-0.0,-0.0,0.6851946902676773,-0.0,0.6512683352373289,0.5986660718286058,-0.022661653659049673,-0.0,-0.008063270550911992,0.0005029659467518337,-0.0,0.004976481387320755,0.03784218393712843,0.4259274492625515,0.5243616379677667,-0.0214149977455501,-0.16683814510657427,-0.20559771583377912,-0.19266372868882686,0.046217813408485936,0.30321155327547145,-0.033906181820932975,0.16778421234138105,-0.06325837016859659,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.11264537860376772
-6 3 2,-0.0,-0.0,-0.0,-1.619644312658146,-0.0,-1.5368140006200006,-1.4121173284111481,-0.03374287694247212,-0.0018207315783140782,-0.06485304498329511,-0.2697772545810377,-0.06928070299249044,-0.34057397294819114,-0.2731468336838214,-1.0474232530237464,-1.245946617576041,-0.3585739006504315,-0.6894981980867065,-0.7569402444326011,-0.7419818941586371,-0.542326373696535,-0.8369686077374316,-0.49392822607709636,-0.6552614089113813,-0.46583766981054664,-0.15338092605787157,-0.23034629623581643,-0.0,-0.31648586114162097,-0.0,-0.3868523622496348,-0.41970099085595824,-0.0,-0.45314021270398874,-0.5256249514050672,-0.0,0.0,-0.0,-0.6390026347677846
-6 3 3,-0.0,-0.0,-0.0,0.9609917228970304,-0.0,0.9986867378319219,1.0329306641255063,-0.026353689560877306,-0.03565575694719216,-0.07805779417416704,-0.378077200505306,-0.11782567589510075,-0.482866836519606,-0.35984160577045826,0.9494758380200681,1.0298879413901565,-0.4006526477460205,-0.5143033687168164,-0.4677349801938145,-0.3736147846022179,0.24564672393351344,0.7749498991732825,-0.009166877630877271,0.5253604684153205,-0.1958284138476028,-0.19129216487569198,-0.23797940276539473,-0.0,-0.238722498810816,0.0,-0.16508640136412314,-0.0,0.0,0.056918419269367075,0.31249254676614074,0.0,0.0,0.0,0.5712917845009872
-6 3 4,-0.0,-0.0,-0.0,0.2945268642548198,0.0,0.467885729394449,0.6933689073084891,-0.04695933857796595,-0.0,-0.036321779467441216,-0.2674157243126617,-0.07241594390900256,-0.361976085779007,-0.3975219568374933,1.0203771400715005,0.9105876531334015,-0.5510247825441612,-0.8036001490601584,-0.8435657021213856,-0.7851825615847972,0.2388858120081663,0.9370403892700708,-0.14916963969752145,0.6477922705564176,-0.4022069420275794,-0.18943751160567543,-0.32552906942784154,0.0,-0.41126696123648826,0.0,-0.38920151202946496,-0.14453492008581928,0.0,0.030500789230713553,0.43723717547114616,0.0,0.0,0.0,0.8291304331259995
-6 3 5,-0.0,-0.0,-0.0,1.5710456123756367,0.0,1.5118365354801344,1.432120661543315,-0.03817365071772142,-0.0,0.0314408921901744,-0.1052242551536712,-0.0,-0.181040827539561,-0.35180435699228435,1.245350440514848,1.3420625244155302,-0.5295703908226387,-0.6425766368121881,-0.63589703517421,-0.5093896836288618,0.6107421525625438,1.1173079692097823,0.2507156932216634,0.9133968259542531,-0.06419688032286945,-0.06093076457737675,-0.15289146836016712,0.0,-0.183554444724403,0.41110390982177675,-0.0625206853590927,0.0,1.5561524226042094,0.3908052757008589,0.7915165408368046,0.8841765217606652,1.0797441029213826,0.0,1.0674791725875452
-6 3 6,0.0,0.0,0.0,0.9488152520900209,0.0,0.7942855893878707,0.5891174057596812,-0.0019824042916520394,0.0,0.024604422032404632,0.028977941663654767,0.0,0.02712416205300295,0.03550287810910817,0.20932073153709763,0.3747717938533652,0.021597838648044078,0.029776498264896433,0.04068296872748632,0.06080950590076008,0.11283562900317178,0.12385707195511306,0.10844376376959931,0.1053430631169468,0.08357138793117762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5 1 1,-0.0,-0.0,-0.0,1.5201528367081494,-0.0,1.5677173666566437,1.599292353262079,-0.17199097453876455,-0.39947428957094483,-0.46770840487002135,-0.63411572109704,-0.5346045017852802,-0.812868330106102,-1.2142058387466947,1.3733152441674028,1.5563702198216256,-1.2682546823699554,-1.093137258979298,-0.8279738637416414,-1.0283977446178278,0.03321744011624882,1.0263150490296984,-0.42420011303868316,0.5523413647800562,-0.7268432697026507,-0.6609018326095865,-0.7670343711647922,0.0,-0.8157903935112756,1.965487054608714,-0.7575230889376071,-0.525482354126294,2.1193023911925923,-0.10913310206676195,0.3182225620139135,1.3756880384527006,1.245075316953284,0.0,0.8582857505453312
-5 1 2,-2.37866956714733,-2.2059939518165415,-1.9358697280949098,-5.637990218081178,-1.8332289034235907,-5.632134278100421,-5.586319621972585,-0.16822316854690791,-0.4879159279298608,-0.39463606248746075,-0.8578428781353851,-0.7513652240990372,-1.1628350516358923,-1.9786128181676834,-5.160190448377781,-5.447066884743669,-2.2842070771574288,-2.528181291427361,-2.455803533755661,-2.8751738413397825,-3.5801743352242226,-4.715473930392461,-3.0187942319505585,-4.163421461397547,-2.4987584674367853,-1.058006432335708,-1.4197416063342487,-2.1218620496460385,-1.8273569858486536,-4.128250215828462,-2.31491936299271,-2.8470896107055355,-5.699196821824745,-3.3955488052253524,-3.9120904572788886,-5.990696955378096,-5.795477141258574,-5.007195750152254,-4.523704879612119
-5 1 3,-0.0,-0.1740642115102051,-0.0,1.2584308956554227,0.0,1.1453406536938322,0.9727372995724773,-0.10536809241561346,-0.17502449797056607,-0.16446628339331118,-0.38469564560798797,-0.22969910013056458,-0.5805187420287371,-0.4915542978352428,0.4692871604532565,0.7407302835582391,-0.22412915517032653,-0.08100552401776344,0.04677584589135978,-0.06791521668283872,-0.1617000674854038,0.1995933163082331,-0.2385679118029927,-0.019142619719080708,-0.27703531932560604,-0.25960841834291787,-0.27121318533419314,0.0,-0.20806212425766518,0.8113717854095475,-0.1685584370009405,-0.1471046925730688,2.6650631589996907,-0.07656768842806826,-0.0,4.204876227402845,4.182828016608728,3.5673353565224577,0.14687818154831625
-5 1 4,-0.0,-0.0,-0.0,1.1396509967151758,0.0,1.1534949721259304,1.1801780815464493,-0.22857915463418943,-0.1642968430655015,-0.24748261393885784,-0.19982506920357665,-0.13435043936200025,-0.25927990388058636,-0.015835217347584477,1.2637784807342367,1.2223823105007914,0.22441793161511964,0.2906314949411058,0.2234594362698741,0.2924897346286744,0.9647074140553494,1.258611964210061,0.6934629057940876,1.1613009063707092,0.3982254168430689,-0.0883917897166969,-0.00032615289695462615,0.0,0.0,0.0,0.18775755045136053,0.4714569748643336,0.0,0.7742022704500555,1.017642707859065,-0.0,0.0,0.0,1.1603887900253782
-5 1 5,-0.0,-0.0,0.0,-0.9010582011560054,0.0,-0.6500874208273665,-0.3027642131192166,-0.3389380012252744,-0.31279918580034405,-0.524859731893718,-0.28317914815583584,-0.2144944182714128,-0.21824683103052245,0.33686564003019936,0.4483960019321397,0.09110515084022917,0.6000006880909706,0.7457578875609491,0.7585652857303025,0.8963376130481109,0.8765779934447783,0.7070144834157053,0.7954768564552954,0.849187251913047,0.6335505861060636,-0.04523539533920006,0.0,0.0,0.23311206089684375,0.0,0.49330288606655015,0.681586710914043,-0.0,0.7780720190591507,0.8035315761253831,0.0,-0.03394722870134039,-0.0,0.7134345550778078
-5 1 6,0.0,0.0,0.0,1.6936914328606179,0.0,1.6259879027900837,1.5435893121923514,-0.0016932550023177066,0.10669725254637936,0.3468095021689395,0.3908941668884288,0.17684702079290318,0.324759420681614,0.2937641497003825,1.4323231617820864,1.4722790675500605,0.24847343578926087,0.5657212148546785,0.7192629023217764,0.8966514020091387,1.156082155725468,1.3996106970395958,0.9546385667068495,1.3159485486911326,0.7577764745966858,0.24638547071905345,0.34627851827104034,0.0,0.4699740277559718,-0.0,0.6417363188104106,0.8401736985063528,-0.0,1.020644508247795,1.191579095708241,-0.6620250515035364,-0.07606346114670744,0.0,1.3110532480312178
-5 2 1,-0.0,-0.0,-0.0,0.25287828700218207,-0.0,0.16927486783579396,0.0490667272621852,-0.13092013854570744,-0.22534136150497242,-0.24530163205144442,-0.5869093236290893,-0.3621037946154758,-0.7362979647450429,-0.6916773786946251,-0.27324209933081395,-0.10106075763744275,-0.8005074364744074,-1.0293532907028926,-0.976815487020648,-1.093100394765867,-0.8617740238391811,-0.46964737830208847,-0.9584138101794523,-0.6811478099969965,-0.9537663739402561,-0.5027196236361748,-0.6427025199130558,-0.0,-0.7832153946339633,-0.0,-0.8829708589340008,-0.9012351179956056,-0.0,-0.8283406798605423,-0.6750363579235843,-0.0,0.0,0.0,-0.4629937949536462
-5 2 2,-0.0,-0.0,0.0,0.3926493817033445,0.0,0.30719014782789844,0.19965097078595542,-0.21650023702822585,-0.1235043230441911,-0.20352114901564633,-0.1262281061630473,-0.1405805265497929,-0.2773161672901631,-0.28783409138311367,0.042140755862072714,0.10000395594386409,-0.2278578470537313,-0.24782463525867574,-0.056549174735842776,-0.2642537507576089,-0.019336376799282184,0.027734674897982696,-0.09104168287733082,0.0197548144137588,-0.17063797210223397,-0.17064630724437352,-0.2047433408210382,0.0,-0.1736807774819022,0.0,-0.10480909223327085,-0.027987790170914833,-0.0,-0.0,0.025516725836378155,-0.0,-0.028830419971817452,0.0,0.01301762847142238
-5 2 3,-1.0698497884634202,-0.0,-0.0,2.391493544413677,0.46956819009010653,2.4854311100556012,2.624307573345279,-0.30206636625083844,-0.4894564106845348,-0.5385728472206283,-0.6462299833479463,-0.5216456224749418,-0.7959169851106994,-0.5363247320493035,2.9444151188946566,2.794453964714197,-0.21400745351805697,0.09017674210743666,0.5422100911627715,1.07325448813598,2.3760727027494575,2.980382524005224,1.7418364330492058,2.8036317365191463,1.0130993002070008,-0.4590328658556,-0.27006601138621855,1.9040598063850822,0.0,3.1822919301127173,0.6129487265373748,1.3543966251031616,3.859002457542891,2.1122443462861624,2.6617155507633816,3.7262822790135965,2.1868182971769157,1.7748996380005126,2.9523435297041347
-5 2 4,-1.3024199114274562,-0.0,-0.0,4.082620764622531,0.0,3.9329659744712746,3.6988077719026284,-0.45496364282682333,-0.5962256119891267,-0.707692172688888,-0.6277229395630496,-0.5630985793634031,-0.6750358473735613,-0.044761160463180696,2.962515162433494,3.3713608659593883,0.2111248776209946,0.4106646157955322,0.5254039051416565,0.7445310709804975,1.510778439756391,2.500880020660782,1.01238862072835,2.0130176296280653,0.5578189820837939,-0.44264984484775016,-0.2062081437003475,0.0,0.0,0.0,0.2757765611995138,0.7467301048636106,0.0,1.273387336988686,1.80944677608284,0.7214140758727213,1.578874215862604,3.661106121639666,2.3101883946155977
-5 2 5,-0.0,-0.0,-0.0,-2.5245033173126346,-0.0,-2.433925568618535,-2.3140314679302763,-0.16972746094646252,-0.045742392185575804,0.0023756007518386966,-0.29922543440000837,-0.15874437028788294,-0.4963276310948768,-0.6177400301057638,-2.055628328089343,-2.183963135620228,-0.9104513467955583,-1.0792869614345213,-1.031023303086864,-0.7174606829602947,-1.3578004046170649,-1.9013422628776229,-1.0380263007317712,-1.6707754643396404,-0.8074604127523728,-0.31981145933182525,-0.47276980217850484,-0.0,-0.5831399135980678,-0.8079974184829815,-0.672566605032606,-0.8598120821397602,-1.8525113624137877,-1.1730121583068251,-1.539089988329008,-2.099060761922855,-1.7175577973854987,-2.4777744434395044,-1.8347946099901395
-5 2 6,0.0,-0.0,0.0,-1.9082921553130574,-0.0,-1.9414385523593038,-1.94077730417563,-0.05419748814421591,0.0,0.1334216059112931,-0.01861132144462368,-0.0,-0.13724554909959774,-0.20616350787349988,-1.5730219238778833,-1.837942787051519,-0.34030572073819876,-0.015147975621051583,0.21599004446943124,0.31547774763038633,-0.31327440475535595,-1.1611632645643588,-0.07426536241221174,-0.7010944804396562,0.014069927391212463,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0676284448581559,-0.4084109414456006,-0.0,-0.0,-0.6009743639856501,-0.8579450933995942
-5 3 1,0.0,0.0,0.0,2.3292173260884796,0.0,2.1827004216111736,1.9756089035995579,0.03086187326873298,0.0,0.027437916051205363,-0.006067517660617416,0.0,0.014604730375028567,0.6404005362428503,1.4801895072155233,1.7290331285676097,0.8048115852227437,0.8143189125703679,0.8376456779150755,0.8541165006368748,0.9674508319714716,1.2606557517671118,0.861934771661172,1.0900247398159528,0.738262186604013,0.08808636259618068,0.2631213881311179,0.0,0.4206142106479785,0.0,0.5470916207453906,0.6996110167851783,0.0,0.8381157561680238,0.9543728514916668,0.0,0.0,0.9398121000793153,1.1442041341415816
-5 3 2,-0.0,-0.0,-0.0,3.6720556565209597,0.09152982434011422,3.7269273205847666,3.7753681657186453,-0.08828456647835829,-0.04518771748885477,-0.15504766080520907,-0.32026504828147084,-0.016780649532107818,-0.3348285360996775,0.43374828408712673,3.6232942482600037,3.7639027810971504,0.773139381602207,1.0801076293045087,1.3848971156806649,1.8250074509311571,2.318082528036812,3.3130840256786636,1.7795905932124798,2.8540260409380256,1.2740436753158038,-0.0,0.1062765411205526,2.1823520415780324,0.4842213775155467,3.4264754478886497,0.9842160374846444,1.5266301816379457,3.716389218046421,2.0806963224759487,2.6234270788920098,2.6808901630587103,1.9678100180784015,2.505433952203199,3.1630635985897486
-5 3 3,-0.0,-0.0,-0.0,0.9646466962673164,0.0,0.8557780883834377,0.7071266706000668,-0.12451674616649969,-0.20121595454101376,-0.16491504987208627,-0.6066629682391396,-0.30492915362416734,-0.7687754815797553,-0.44373519312725324,0.40890821644138536,0.5440406779057827,-0.3850724679498574,-0.2817560751887634,-0.061977792268764216,0.34997139070773287,0.27270921911677076,0.3328975345400927,0.17334680868415792,0.3063939494616719,0.004857435136892393,-0.3667038393105559,-0.32720986493044685,0.0,-0.1966565795368968,0.0,-0.0,0.01979956270090945,0.0,0.19307527563296623,0.24395313573558694,0.0,2.754123567990338,0.412356425698197,0.2838789968106084
-5 3 4,-0.0,-0.0,-0.0,-0.5804460314506937,0.0,-0.4427461113747674,-0.2678264286166269,0.006147186937630312,0.0,0.24337695943207235,0.003150530447475791,0.0,-0.11403877175117642,0.41701730796462055,0.033002599801878425,-0.09689397890298526,0.40384430246342123,0.3892927737717974,0.38094885564337466,0.427717266393084,0.37372188896261105,0.13667578205182043,0.43500707601847277,0.2538761414394962,0.40748736612368763,0.00592683261608525,0.07646410240714695,0.0,0.15493629065111045,0.0,0.268216181515213,0.3928904282471786,0.0,0.3848510058293878,0.2653340895988382,0.0,0.0,0.0,0.1022041892818048
-5 3 5,0.0,0.0,-0.0,1.2958386730095601,0.0,1.2416980744534094,1.1553653965973059,0.0767621821170502,0.2177602853072322,0.49599852837565184,0.4895443509720714,0.26710838090030736,0.40970399946580366,0.3982484383842467,0.8617058437544015,1.0297455025552975,0.12196573915549148,-0.11680679797584863,-0.28052951131769516,-0.3736049413655169,0.2400624916080979,0.6566029693755849,0.10274439686595424,0.4368984600548509,0.052342006884320266,0.2522570699172693,0.14875898978438265,0.0,0.0019156451391035385,0.0,0.0,0.0,0.0,0.09559552437909731,0.28023786824571756,0.0,0.0,0.0,0.5030042343111969
-5 3 6,0.0,0.0,0.0,3.15495998424428,0.0,2.92394456972884,2.6007359398032692,0.08074454051773873,0.23914964516664833,0.44808354873805534,0.5547066140814302,0.32687080920318085,0.5333267038691041,0.5755538677930156,1.8718689437075562,2.2258211639809486,0.5004994340968321,0.5872692003578819,0.6830574093873136,0.8629983793876004,1.2929455376142194,1.600256454810333,1.134896428354584,1.4238899442257749,0.9304036286245704,0.403069849448691,0.46616260266996384,0.0,0.5639994812313812,0.0,0.7487004872143691,1.0132901872647946,0.0,1.22983233053943,1.3533999902344689,0.0,1.1682525750179744,6.086099243833668,1.4939235825165336
-4 1 1,0.0,0.0,0.67143222017311,5.466181724549822,1.0930552605081043,5.382176345569808,5.210718821021048,0.04406173782009945,0.0,0.13669475894884267,0.13567155172253206,0.0,0.08515523160434764,-0.1842602524432245,4.404800576158984,4.894768014754854,-0.020840289668076904,0.6076396224152026,0.9640813845176545,1.2424740908758547,2.530927513257615,3.7900835600621194,1.9106565193396905,3.149923438459229,1.293764517492725,0.006912325071819052,0.15420822409477522,1.9715671456583617,0.5005038274606627,1.621552621631981,1.0422782847839298,1.6528303542148104,3.218289465086849,2.2779727228938014,2.927946079009047,5.3399978887706645,5.633558278982546,5.963867008571141,3.530645361122507
